x_mm,dose_Gy
-12.136225,0.12122584178701486
-11.966891666666665,0.13129888127865474
-11.797558333333333,0.13798839183852468
-11.628225,0.1444322100773805
-11.458891666666666,0.14576331538319057
-11.289558333333332,0.14807039466744207
-11.120225,0.15395717355126173
-10.950891666666667,0.15640776325446207
-10.781558333333333,0.1556358173364568
-10.612224999999999,0.164672689561791
-10.442891666666666,0.16345844089492698
-10.273558333333334,0.17231046113430873
-10.104225,0.17690764803298778
-9.934891666666665,0.18570463449109242
-9.765558333333333,0.1931414549113594
-9.596225,0.20799557556261106
-9.426891666666666,0.21779174267512996
-9.257558333333332,0.24185915740375835
-9.088225,0.2877393825694954
-8.918891666666667,0.36539095990625553
-8.749558333333333,0.4998988897257793
-8.580224999999999,0.7247674924224814
-8.410891666666666,1.0292738080349062
-8.241558333333334,1.449205115948072
-8.072225,1.9303376399776917
-7.902891666666666,2.457637295886768
-7.733558333333333,2.959045225116648
-7.5642249999999995,3.3276498555818685
-7.394891666666666,3.698590701301985
-7.225558333333333,3.9603509614901857
-7.0562249999999995,4.137500273380551
-6.886891666666666,4.3244026231613
-6.717558333333333,4.481205382022646
-6.5482249999999995,4.564633982557358
-6.378891666666666,4.724535772276141
-6.209558333333333,4.744450794808324
-6.0402249999999995,4.82211405410574
-5.870891666666666,4.9201732470232695
-5.701558333333333,4.975520523062519
-5.5322249999999995,5.0159666365439834
-5.362891666666666,5.049292302498098
-5.193558333333333,5.0980776764477005
-5.0242249999999995,5.099820302522574
-4.854891666666666,5.220159308299417
-4.685558333333333,5.106448007991832
-4.5162249999999995,5.131818580551991
-4.346891666666666,5.1156014802521765
-4.177558333333333,5.149608678324531
-4.0082249999999995,5.13123251693161
-3.8388916666666653,5.074380259981732
-3.669558333333333,5.126342071963753
-3.5002250000000004,5.0661953909548885
-3.330891666666666,5.12370031002709
-3.161558333333332,5.057268851023031
-2.9922249999999995,5.085336401997139
-2.822891666666667,5.110750199035488
-2.653558333333333,5.100070359085021
-2.4842249999999986,5.052638010849733
-2.314891666666666,5.022011360828821
-2.1455583333333337,5.049742430831849
-1.9762249999999995,5.029188622130683
-1.8068916666666652,5.0066737110204595
-1.6375583333333328,5.077131306559886
-1.4682250000000003,5.128805028821138
