# --------------------------------
#  ESTIMATOR metadata
#{}
# --------------------------------
#  PAGE metadata
#{
#    "detectorType": "5",
#    "detectorUnit": "MeV/g",
#    "dettyp": "DOSE",
#    "name": "DOSE",
#    "pageDiffUnits": "MeV/g",
#    "pageNormalized": "2",
#    "pageNumber": "0",
#    "pageOffset": "0.0",
#    "pageScaleFactor": "1.0",
#    "pageUnitIds": "[40 40 40]",
#    "unit": "MeV/g/prim"
#}
# --------------------------------
Position (Z) [cm], DOSE [MeV/g/prim]
3.254, 0.6359311968301168
3.258, 0.5982171524937354
3.262, 0.5742514733743603
3.266, 0.5402659399175226
3.27, 0.5097651471419892
3.274, 0.4709156887012745
3.278, 0.4491574408236794
3.282, 0.42230970969569104
3.286, 0.3841639229513532
3.29, 0.3512231746883045
3.294, 0.322193157130045
3.298, 0.2973175062926776
3.302, 0.27317213351983466
3.306, 0.2529856147673363
3.31, 0.22857273298310105
3.314, 0.20832384096517942
3.318, 0.18240239985829734
3.322, 0.1722308837379137
3.326, 0.15366585212289408
3.33, 0.1493066195556271
3.3339999999999996, 0.13120922694163967
3.3379999999999996, 0.1190976979109429
3.3419999999999996, 0.10661041978867827
3.3459999999999996, 0.09352232965598518
3.3499999999999996, 0.081668116194526
3.3539999999999996, 0.07423949160463117
3.3579999999999997, 0.06398521199363122
3.3619999999999997, 0.056929504211699095
3.3659999999999997, 0.05090247419843771
3.3699999999999997, 0.04188637563915187
3.3739999999999997, 0.04212707911928983
3.3779999999999997, 0.025103702278510814
3.3819999999999997, 0.02673712055998392
3.3859999999999997, 0.0245484754537047
3.3899999999999997, 0.02164048301105009
3.3939999999999997, 0.01707955770485171
3.3979999999999997, 0.014278663658001279
3.4019999999999997, 0.013700091608895943
3.4059999999999997, 0.014223742576388487
3.4099999999999997, 0.010630011972218207
3.4139999999999997, 0.008452938424189042
3.4179999999999997, 0.008816491214119976
3.4219999999999997, 0.006563535626189413
3.4259999999999997, 0.006209891940877303
3.4299999999999997, 0.005331019763870614
3.4339999999999997, 0.0040711799413426135
3.4379999999999997, 0.003928376672936674
3.4419999999999997, 0.002903557583012707
3.4459999999999997, 0.0024238224489664586
3.4499999999999997, 0.0028417478068368733
3.4539999999999997, 0.00307424258917362
3.4579999999999997, 0.003585197758466998
3.4619999999999997, 0.006323042196138234
3.4659999999999997, 0.001283137217066533
3.4699999999999998, 0.0006154888376492617
3.4739999999999998, 0.0007292607567626098
3.4779999999999998, 0.0010305767317980593
3.4819999999999998, 0.0008139082881158552
3.4859999999999998, 0.000979131639590646
3.4899999999999998, 0.00016936662268242584
3.4939999999999998, 0
3.4979999999999998, 0
3.502, 0
3.506, 0
3.51, 0
3.514, 0
3.518, 0
3.522, 0
3.526, 0
3.53, 0
3.534, 0
3.538, 0
3.542, 0
3.546, 0.0028053515603761185
3.55, 0
3.554, 0
3.558, 0.004246875110270435
3.562, 0.0000250854506046763
3.566, 0
3.57, 0
3.574, 9.788168686368873e-7
3.578, 0
3.582, 0.0006938706686875156
3.586, 0
3.59, 0
3.594, 0
3.598, 0
3.602, 0
3.606, 0
3.61, 0.00001813742175197555
3.614, 0
3.618, 0.00028711337682822403
3.622, 0
3.626, 0
3.63, 0
3.634, 0.0003623165916644639
3.638, 0
3.642, 0
3.646, 0
3.65, 0
3.654, 0
3.658, 0
3.662, 0
3.666, 0
3.67, 0
3.674, 0
3.678, 0
3.682, 0
3.686, 0
3.69, 0
3.694, 0
3.698, 0
3.702, 0.00014808137060267704
3.706, 0
3.71, 0
3.714, 0
3.718, 0.0035831272038806344
3.722, 0
3.726, 0
3.73, 0
3.734, 0
3.738, 0
3.742, 0
3.746, 0
3.75, 0.0000018328005110517883
3.754, 0
3.758, 0
3.762, 0
3.766, 0
3.77, 0
3.774, 0
3.778, 0.0000427565466149419
3.782, 0
3.786, 0
3.79, 0.0002467336490748176
3.794, 0
3.798, 0
3.802, 0
3.806, 0
3.81, 0
3.814, 0
3.818, 0
3.822, 0
3.826, 0
3.83, 0
3.834, 0
3.838, 0
3.8419999999999996, 0
3.8459999999999996, 0
3.8499999999999996, 0
3.8539999999999996, 0
3.8579999999999997, 0
3.8619999999999997, 0
3.8659999999999997, 0
3.8699999999999997, 0
3.8739999999999997, 0
3.8779999999999997, 0
3.8819999999999997, 0
3.8859999999999997, 0
3.8899999999999997, 0.000002055453689630933
3.8939999999999997, 0.000008388486394693438
3.8979999999999997, 0
3.9019999999999997, 0
3.9059999999999997, 0.0003092917919396943
3.9099999999999997, 0
3.9139999999999997, 0
3.9179999999999997, 0
3.9219999999999997, 0.00009246624864120556
3.9259999999999997, 0
3.9299999999999997, 0
3.9339999999999997, 0
3.9379999999999997, 0
3.9419999999999997, 0.0009020723124379763
3.9459999999999997, 0.0018966168830563128
3.9499999999999997, 0
3.9539999999999997, 0
3.9579999999999997, 0
3.9619999999999997, 0
3.9659999999999997, 0
3.9699999999999998, 0
3.9739999999999998, 0
3.9779999999999998, 0
3.9819999999999998, 0
3.9859999999999998, 0
3.9899999999999998, 0
3.9939999999999998, 0
3.998, 0
