# --------------------------------
#  ESTIMATOR metadata
#{}
# --------------------------------
#  PAGE metadata
#{
#    "detectorType": "5",
#    "detectorUnit": "MeV/g",
#    "dettyp": "DOSE",
#    "name": "DOSE",
#    "pageDiffUnits": "MeV/g",
#    "pageNormalized": "2",
#    "pageNumber": "0",
#    "pageOffset": "0.0",
#    "pageScaleFactor": "1.0",
#    "pageUnitIds": "[40 40 40]",
#    "unit": "MeV/g/prim"
#}
# --------------------------------
Position (Z) [cm], DOSE [MeV/g/prim]
0.9460000000000001, 0.44653657837420996
0.9500000000000001, 0.4456111177354244
0.9540000000000001, 0.44609701358644716
0.9580000000000001, 0.4460449084904134
0.962, 0.44907353504651426
0.966, 0.45154874488000124
0.97, 0.45064709802555336
0.974, 0.4490506818287098
0.978, 0.45267351614179474
0.982, 0.4510946190925284
0.986, 0.4486126057611602
0.99, 0.4498515553826353
0.994, 0.45026878139639614
0.998, 0.4496949744206179
1.002, 0.4525706389893356
1.006, 0.4589049363522657
1.01, 0.4517426573804538
1.014, 0.4538978966327892
1.018, 0.46052994854075313
1.022, 0.45628750022260084
1.026, 0.45797516383191517
1.03, 0.45998164480961307
1.034, 0.45962923898164043
1.038, 0.45648669644105644
1.042, 0.45741995758577614
1.046, 0.4652046082211244
1.05, 0.4594768738042153
1.054, 0.45731460224268167
1.058, 0.4589083065947633
1.062, 0.4606967040216766
1.066, 0.46712749903989154
1.07, 0.4597194161346557
1.074, 0.4615793924357214
1.078, 0.46125012082417655
1.082, 0.4604230291991699
1.086, 0.46395661634881796
1.09, 0.46042968336805
1.094, 0.46729776427718683
1.098, 0.4640674692515589
1.102, 0.46689226334164496
1.106, 0.4676077003998755
1.11, 0.4647860361245701
1.114, 0.4644473426160634
1.118, 0.4711353253963031
1.122, 0.4682382282789446
1.1260000000000001, 0.4686038659927456
1.1300000000000001, 0.46571411831960197
1.1340000000000001, 0.4658202977827891
1.1380000000000001, 0.4677977772059402
1.1420000000000001, 0.465845962037664
1.1460000000000001, 0.4635406128048561
1.1500000000000001, 0.464672124184054
1.1540000000000001, 0.46881484492397674
1.158, 0.4654755688040359
1.162, 0.46756617537689454
1.166, 0.466369951456883
1.17, 0.46953644129845973
1.174, 0.469568485226158
1.178, 0.46907563223488874
1.182, 0.46850187031978885
1.186, 0.4693394952692864
1.19, 0.4755351782103855
1.194, 0.4774416323870091
1.198, 0.4752353304776796
1.202, 0.4727821222542742
1.206, 0.47419918213390644
1.21, 0.4733844009626193
1.214, 0.4740765382798137
1.218, 0.4757610534011942
1.222, 0.4767524813026414
1.226, 0.475089436120752
1.23, 0.4770450205604021
1.234, 0.477184463068431
1.238, 0.47904816021779123
1.242, 0.4777542126286009
1.246, 0.4783956235509445
1.25, 0.47914325810476666
1.254, 0.4798801939144362
1.258, 0.47844894171503305
1.262, 0.4846867443000418
1.266, 0.48448791033172606
1.27, 0.4835921609570178
1.274, 0.48253514300151007
1.278, 0.4897161381372657
1.282, 0.48297405962097784
